QDM Type,Data Element Valueset,Attribute,Attribute Valueset,Measure
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.110.12.1052,result,2.16.840.1.113883.3.464.1003.112.12.1003,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.12.1001,prevalencePeriod,,CMS153v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1080,authorDatetime,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.12.1004,prevalencePeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.12.1003,prevalencePeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.12.1002,prevalencePeriod,,CMS153v7
QDM::LaboratoryTestOrder,2.16.840.1.113883.3.464.1003.108.12.1017,authorDatetime,,CMS153v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.111.12.1015,relevantPeriod,,CMS153v7
QDM::LaboratoryTestOrder,2.16.840.1.113883.3.464.1003.111.12.1007,authorDatetime,,CMS153v7
QDM::LaboratoryTestOrder,2.16.840.1.113883.3.464.1003.110.12.1051,authorDatetime,,CMS153v7
QDM::MedicationActive,2.16.840.1.113883.3.464.1003.196.12.1080,relevantPeriod,,CMS153v7
QDM::DiagnosticStudyOrder,2.16.840.1.113883.3.464.1003.111.12.1008,authorDatetime,,CMS153v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.111.12.1009,relevantPeriod,,CMS153v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.111.12.1010,relevantPeriod,,CMS153v7
QDM::LaboratoryTestOrder,2.16.840.1.113883.3.464.1003.111.12.1011,authorDatetime,,CMS153v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1143,authorDatetime,,CMS153v7
QDM::DiagnosticStudyOrder,2.16.840.1.113883.3.464.1003.198.12.1034,authorDatetime,,CMS153v7
QDM::AssessmentPerformed,2.16.840.1.113883.3.464.1003.121.12.1040,result,373066001,CMS153v7
QDM::AssessmentPerformed,2.16.840.1.113883.3.464.1003.121.12.1040,authorDatetime,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.11.1023,prevalencePeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS123v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.103.12.1001,prevalencePeriod,,CMS123v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,relevantPeriod,,CMS123v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS123v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,relevantPeriod,,CMS123v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1240,relevantPeriod,,CMS123v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS123v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS123v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS123v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS123v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS123v7
QDM::AssessmentPerformed,134388005,result,134388005,CMS123v7
QDM::AssessmentPerformed,134388005,authorDatetime,,CMS123v7
QDM::AssessmentPerformed,401191002,result,401191002,CMS123v7
QDM::AssessmentPerformed,401191002,authorDatetime,,CMS123v7
QDM::AssessmentPerformed,91161007,result,91161007,CMS123v7
QDM::AssessmentPerformed,91161007,authorDatetime,,CMS123v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1056,prevalencePeriod,,CMS123v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1059,anatomicalLocationSite,,CMS123v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1058,prevalencePeriod,,CMS123v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1057,prevalencePeriod,,CMS123v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.103.12.1022,anatomicalLocationSite,2.16.840.1.113883.3.464.1003.122.12.1036,CMS123v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.103.12.1022,anatomicalLocationSite,2.16.840.1.113883.3.464.1003.122.12.1036,CMS123v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.103.12.1022,anatomicalLocationSite,2.16.840.1.113883.3.464.1003.122.12.1035,CMS123v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.103.12.1022,prevalencePeriod,,CMS123v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.103.12.1022,relevantPeriod,,CMS123v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.103.12.1022,anatomicalLocationSite,2.16.840.1.113883.3.464.1003.122.12.1035,CMS123v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1059,anatomicalLocationSite,2.16.840.1.113883.3.464.1003.122.12.1036,CMS123v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1059,anatomicalLocationSite,2.16.840.1.113883.3.464.1003.122.12.1036,CMS123v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.103.12.1022,anatomicalLocationSite,,CMS123v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1059,prevalencePeriod,,CMS123v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.113.12.1072,prevalencePeriod,,CMS123v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.113.12.1072,relevantPeriod,,CMS123v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.113.12.1073,prevalencePeriod,,CMS123v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.113.12.1073,relevantPeriod,,CMS123v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1059,anatomicalLocationSite,2.16.840.1.113883.3.464.1003.122.12.1035,CMS123v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1059,anatomicalLocationSite,2.16.840.1.113883.3.464.1003.122.12.1035,CMS123v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS123v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS249v1
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,relevantPeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.103.12.1020,prevalencePeriod,,CMS249v1
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,relevantPeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.526.3.353,prevalencePeriod,,CMS249v1
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.199.12.1035,prevalencePeriod,,CMS249v1
QDM::MedicationActive,2.16.840.1.113883.3.464.1003.196.12.1266,relevantPeriod,,CMS249v1
QDM::DiagnosticStudyOrder,2.16.840.1.113883.3.464.1003.113.12.1051,authorDatetime,,CMS249v1
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1030,relevantPeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1005,prevalencePeriod,,CMS249v1
QDM::AssessmentPerformed,2.16.840.1.113883.3.526.3.1278,result,2.16.840.1.113883.3.600.2390,CMS249v1
QDM::AssessmentPerformed,2.16.840.1.113883.3.526.3.1278,authorDatetime,,CMS249v1
QDM::AssessmentPerformed,2.16.840.1.113883.3.464.1003.106.12.1018,authorDatetime,,CMS249v1
QDM::AssessmentPerformed,2.16.840.1.113883.3.464.1003.106.12.1018,result,,CMS249v1
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.600.1.1490,relevantPeriod,,CMS249v1
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.600.1.1490,result,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1049,prevalencePeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.199.12.1050,prevalencePeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.199.12.1036,prevalencePeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1038,prevalencePeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.117.12.1015,prevalencePeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1050,prevalencePeriod,,CMS249v1
QDM::AssessmentPerformed,2.16.840.1.113883.3.464.1003.113.12.1040,authorDatetime,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.117.12.1010,prevalencePeriod,,CMS249v1
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.198.12.1050,relevantPeriod,,CMS249v1
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1265,relevantPeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.117.12.1009,prevalencePeriod,,CMS249v1
QDM::AssessmentPerformed,2.16.840.1.113883.3.464.1003.118.12.1081,result,,CMS249v1
QDM::AssessmentPerformed,2.16.840.1.113883.3.464.1003.118.12.1081,authorDatetime,,CMS249v1
QDM::MedicationActive,2.16.840.1.113883.3.464.1003.196.12.1265,relevantPeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1044,prevalencePeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1046,prevalencePeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1045,prevalencePeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1047,prevalencePeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.113.12.1048,prevalencePeriod,,CMS249v1
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.117.12.1016,prevalencePeriod,,CMS249v1
QDM::AssessmentPerformed,2.16.840.1.113883.3.464.1003.106.12.1018,result,2.16.840.1.113883.3.464.1003.106.12.1018,CMS249v1
QDM::AssessmentPerformed,2.16.840.1.113883.3.526.3.1278,result,,CMS249v1
QDM::EncounterPerformed,2.16.840.1.113883.3.600.1.1834,relevantPeriod,,CMS68v8
QDM::ProcedurePerformed,428191000124101,relevantPeriod,,CMS68v8
QDM::ProcedurePerformed,428191000124101,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS68v8
QDM::ProcedurePerformed,428191000124101,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS68v8
QDM::ProcedurePerformed,428191000124101,authorDatetime,,CMS68v8
QDM::EncounterPerformed,2.16.840.1.113883.3.600.1916,relevantPeriod,,CMS2v8
QDM::AssessmentPerformed,73832-8,authorDatetime,,CMS2v8
QDM::AssessmentPerformed,73832-8,result,2.16.840.1.113883.3.600.2451,CMS2v8
QDM::InterventionPerformed,2.16.840.1.113883.3.600.467,authorDatetime,,CMS2v8
QDM::InterventionPerformed,2.16.840.1.113883.3.600.468,authorDatetime,,CMS2v8
QDM::AssessmentPerformed,73832-8,result,2.16.840.1.113883.3.600.2450,CMS2v8
QDM::AssessmentPerformed,73831-0,authorDatetime,,CMS2v8
QDM::AssessmentPerformed,73831-0,result,2.16.840.1.113883.3.600.2450,CMS2v8
QDM::InterventionOrder,2.16.840.1.113883.3.600.537,authorDatetime,,CMS2v8
QDM::InterventionOrder,2.16.840.1.113883.3.600.538,authorDatetime,,CMS2v8
QDM::InterventionPerformed,2.16.840.1.113883.3.600.1542,authorDatetime,,CMS2v8
QDM::InterventionPerformed,2.16.840.1.113883.3.600.1545,authorDatetime,,CMS2v8
QDM::InterventionPerformed,2.16.840.1.113883.3.600.1916,authorDatetime,,CMS2v8
QDM::AssessmentPerformed,73832-8,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS2v8
QDM::AssessmentPerformed,73832-8,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS2v8
QDM::Diagnosis,2.16.840.1.113883.3.600.145,prevalencePeriod,,CMS2v8
QDM::AssessmentPerformed,73831-0,result,2.16.840.1.113883.3.600.2451,CMS2v8
QDM::AssessmentPerformed,73831-0,negationRationale,2.16.840.1.113883.3.600.791,CMS2v8
QDM::AssessmentPerformed,73831-0,negationRationale,2.16.840.1.113883.3.600.791,CMS2v8
QDM::Diagnosis,2.16.840.1.113883.3.600.450,prevalencePeriod,,CMS2v8
QDM::MedicationOrder,2.16.840.1.113883.3.600.470,authorDatetime,,CMS2v8
QDM::MedicationOrder,2.16.840.1.113883.3.600.469,authorDatetime,,CMS2v8
QDM::AssessmentPerformed,73831-0,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS2v8
QDM::AssessmentPerformed,73831-0,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS2v8
QDM::AssessmentPerformed,73832-8,negationRationale,2.16.840.1.113883.3.600.791,CMS2v8
QDM::AssessmentPerformed,73832-8,negationRationale,2.16.840.1.113883.3.600.791,CMS2v8
QDM::AssessmentPerformed,73831-0,result,,CMS2v8
QDM::InterventionPerformed,2.16.840.1.113883.3.600.559,relevantPeriod,,CMS2v8
QDM::EncounterPerformed,2.16.840.1.113883.3.600.1542,relevantPeriod,,CMS2v8
QDM::EncounterPerformed,2.16.840.1.113883.3.600.1545,relevantPeriod,,CMS2v8
QDM::AssessmentPerformed,73832-8,result,,CMS2v8
QDM::EncounterPerformed,2.16.840.1.113883.3.600.1.1525,relevantPeriod,,CMS69v7
QDM::EncounterPerformed,2.16.840.1.113883.3.600.1.1751,relevantPeriod,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1525,relevantPeriod,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1528,relevantPeriod,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1525,authorDatetime,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1528,authorDatetime,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1525,negationRationale,2.16.840.1.113883.3.600.791,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1528,negationRationale,2.16.840.1.113883.3.600.791,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1525,reason,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1528,reason,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1527,reason,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1527,relevantPeriod,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1527,authorDatetime,,CMS69v7
QDM::Diagnosis,2.16.840.1.113883.3.600.1.1623,prevalencePeriod,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1579,authorDatetime,,CMS69v7
QDM::EncounterPerformed,2.16.840.1.113883.3.600.1.1575,relevantPeriod,,CMS69v7
QDM::PhysicalExamPerformed,39156-5,relevantPeriod,,CMS69v7
QDM::PhysicalExamPerformed,39156-5,result,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1525,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1528,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1525,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1528,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS69v7
QDM::PhysicalExamPerformed,39156-5,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS69v7
QDM::PhysicalExamPerformed,39156-5,authorDatetime,,CMS69v7
QDM::PhysicalExamPerformed,39156-5,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1527,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1527,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1527,reason,2.16.840.1.113883.3.600.2388,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1527,reason,2.16.840.1.113883.3.600.2388,CMS69v7
QDM::PhysicalExamPerformed,39156-5,negationRationale,2.16.840.1.113883.3.600.791,CMS69v7
QDM::PhysicalExamPerformed,39156-5,negationRationale,2.16.840.1.113883.3.600.791,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1575,authorDatetime,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1527,reason,2.16.840.1.113762.1.4.1047.502,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1527,reason,2.16.840.1.113762.1.4.1047.502,CMS69v7
QDM::MedicationOrder,2.16.840.1.113883.3.600.1.1498,relevantPeriod,,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1525,negationRationale,2.16.840.1.113883.3.600.1.1579,CMS69v7
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1528,negationRationale,2.16.840.1.113883.3.600.1.1579,CMS69v7
QDM::MedicationOrder,2.16.840.1.113883.3.600.1.1499,relevantPeriod,,CMS69v7
QDM::MedicationOrder,2.16.840.1.113883.3.600.1.1498,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS69v7
QDM::MedicationOrder,2.16.840.1.113883.3.600.1.1498,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS69v7
QDM::MedicationOrder,2.16.840.1.113883.3.600.1.1498,authorDatetime,,CMS69v7
QDM::MedicationOrder,2.16.840.1.113883.3.600.1.1499,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS69v7
QDM::MedicationOrder,2.16.840.1.113883.3.600.1.1499,negationRationale,2.16.840.1.113883.3.600.1.1502,CMS69v7
QDM::MedicationOrder,2.16.840.1.113883.3.600.1.1499,authorDatetime,,CMS69v7
QDM::EncounterPerformed,2.16.840.1.113762.1.4.1047.9,relevantPeriod,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.11.1115,relevantPeriod,,CMS347v2
QDM::MedicationActive,2.16.840.1.113762.1.4.1047.98,relevantPeriod,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.526.2.1363,relevantPeriod,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.11.1005,relevantPeriod,,CMS347v2
QDM::ProcedurePerformed,2.16.840.1.113883.3.666.5.694,relevantPeriod,,CMS347v2
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.204,relevantPeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.21,prevalencePeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.46,prevalencePeriod,,CMS347v2
QDM::MedicationActive,2.16.840.1.113762.1.4.1047.97,relevantPeriod,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.11.1125,relevantPeriod,,CMS347v2
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.198.11.1029,result,,CMS347v2
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.198.11.1029,relevantPeriod,,CMS347v2
QDM::MedicationOrder,2.16.840.1.113762.1.4.1047.107,authorDatetime,,CMS347v2
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.103.12.1001,prevalencePeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113883.3.526.3.403,prevalencePeriod,,CMS347v2
QDM::MedicationOrder,2.16.840.1.113762.1.4.1047.97,authorDatetime,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1030,relevantPeriod,,CMS347v2
QDM::MedicationActive,2.16.840.1.113762.1.4.1047.107,relevantPeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.44,prevalencePeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113883.3.600.1.1623,prevalencePeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.73,prevalencePeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.100,prevalencePeriod,,CMS347v2
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.67,relevantPeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113883.3.526.3.353,prevalencePeriod,,CMS347v2
QDM::AdverseEvent,2.16.840.1.113883.3.117.1.7.1.423,relevantPeriod,,CMS347v2
QDM::AllergyIntolerance,2.16.840.1.113883.3.117.1.7.1.423,prevalencePeriod,,CMS347v2
QDM::MedicationOrder,2.16.840.1.113762.1.4.1047.98,authorDatetime,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.42,prevalencePeriod,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1026,relevantPeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.47,prevalencePeriod,,CMS347v2
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1579,authorDatetime,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.600.1.1575,relevantPeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.110.12.1024,prevalencePeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113883.3.67.1.101.1.269,prevalencePeriod,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.11.1040,relevantPeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.102,prevalencePeriod,,CMS347v2
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1575,authorDatetime,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113762.1.4.1047.9,relevantPeriod,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.11.1115,relevantPeriod,,CMS347v2
QDM::MedicationActive,2.16.840.1.113762.1.4.1047.98,relevantPeriod,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.526.2.1363,relevantPeriod,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.11.1005,relevantPeriod,,CMS347v2
QDM::ProcedurePerformed,2.16.840.1.113883.3.666.5.694,relevantPeriod,,CMS347v2
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.204,relevantPeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.21,prevalencePeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.46,prevalencePeriod,,CMS347v2
QDM::MedicationActive,2.16.840.1.113762.1.4.1047.97,relevantPeriod,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.11.1125,relevantPeriod,,CMS347v2
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.198.11.1029,result,,CMS347v2
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.198.11.1029,relevantPeriod,,CMS347v2
QDM::MedicationOrder,2.16.840.1.113762.1.4.1047.107,authorDatetime,,CMS347v2
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.103.12.1001,prevalencePeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113883.3.526.3.403,prevalencePeriod,,CMS347v2
QDM::MedicationOrder,2.16.840.1.113762.1.4.1047.97,authorDatetime,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1030,relevantPeriod,,CMS347v2
QDM::MedicationActive,2.16.840.1.113762.1.4.1047.107,relevantPeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.44,prevalencePeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113883.3.600.1.1623,prevalencePeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.73,prevalencePeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.100,prevalencePeriod,,CMS347v2
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.67,relevantPeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113883.3.526.3.353,prevalencePeriod,,CMS347v2
QDM::AdverseEvent,2.16.840.1.113883.3.117.1.7.1.423,relevantPeriod,,CMS347v2
QDM::AllergyIntolerance,2.16.840.1.113883.3.117.1.7.1.423,prevalencePeriod,,CMS347v2
QDM::MedicationOrder,2.16.840.1.113762.1.4.1047.98,authorDatetime,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.42,prevalencePeriod,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1026,relevantPeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113762.1.4.1047.47,prevalencePeriod,,CMS347v2
QDM::InterventionOrder,2.16.840.1.113883.3.600.1.1579,authorDatetime,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.600.1.1575,relevantPeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.110.12.1024,prevalencePeriod,,CMS347v2
QDM::Diagnosis,2.16.840.1.113883.3.67.1.101.1.269,prevalencePeriod,,CMS347v2
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.11.1040,relevantPeriod,,CMS347v2
