OID,ValueSetName,ExpansionVersion,CodeSystemName,CodeSystemVersion,CodeSystemOID,Purpose
2.16.840.1.113883.3.464.1003.198.12.1068,History of bilateral mastectomy,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a previous history of bilateral mastectomy.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with patients that have ever had a bilateral mastectomy performed. This is a grouping of SNOMED CT and ICD-10-CM codes.),(Exclusion Criteria: Excludes codes that indicate a unilateral mastectomy or are unspecified.)"
2.16.840.1.113883.3.464.1003.113.12.1040,History of hip fracture in parent,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent a family history of fracture in a parent.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Assessment, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with a patient has a family history of fracture in a parent. This is a grouping of SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.101.12.1016,Home Healthcare Services,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent patients who have had a home health visit by a provider for the evaluation or management of a new or existing patient.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with home visits for the evaluation and management of a new or established patient. This is a grouping value set of CPT and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113762.1.4.1108.15,Hospice care ambulatory,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent patients receiving hospice care outside of a hospital or long term care facility.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Order or Intervention, Order. The intent of this value set is to identify all patients receiving hospice care outside of a hospital or long term care facility. ),(Inclusion Criteria: Includes only relevant concepts associated with hospice care concepts.),(Exclusion Criteria: Excludes concepts for palliative care or comfort measures.)"
2.16.840.1.113883.3.464.1003.101.12.1004,Hospital Inpatient Visit - Initial,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent inpatient hospital visits.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with initial hospital care for the evaluation and management of a patient. This is a grouping of CPT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.101.12.1002,Hospital Observation Care - Initial,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent initial inpatient hospital observation care.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with initial observation care for the evaluation and management of a patient. This is a grouping of CPT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113762.1.4.1111.126,Hospital Settings,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent hospital environments where a patient received inpatient or outpatient care.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category Encounter or attribute Admission Source. The intent of this data element is to identify hospital environments where a patient may receive inpatient or outpatient care.),(Inclusion Criteria: Includes only relevant concepts associated with hospital environment and all its children. Codes used are to be SNOMED CT codes only. ),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113762.1.4.1056.50,Human Immunodeficiency Virus (HIV) Laboratory Test Codes (Ab and Ag),eCQM Update 2018-09-17,LOINC,2.64,2.16.840.1.113883.6.1,"(Clinical Focus: This value set contains concepts that represent laboratory tests used for Human Immunodeficiency Virus screening.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Laboratory Test. Used for HIV screening. ),(Inclusion Criteria: Includes only relevant concepts associated with laboratory tests for HIV-1 and HIV-2 antibodies or antigens.
),(Exclusion Criteria: Excludes tests and procedures that might be associated with HIV infection that are not used for screening or testing to establish an HIV diagnosis, which would include home/self HIV testing, HIV genotyping tests, HIV RNA tests, HIV cultures, clinical codes used to document care provided to HIV-infected patients.)"
2.16.840.1.113883.3.464.1003.196.12.1414,Hydrochlorothiazide / Methyldopa,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent glyburide / metformin combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; hydrochlorothiazide / methyldopa (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; hydrochlorothiazide / methyldopa in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1374,Hydroxyzine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent hydroxyzine medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; hydroxyzine only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; hydroxyzine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1501,Hyoscyamine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent hyoscyamine medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; hyoscyamine only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; hyoscyamine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1503,Hyoscyamine / Methenamine / Mblue / Phenyl Salicyl,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent hyoscyamine / methenamine / mblue / phenyl salicyl combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; hyoscyamine / methenamine / mblue / phenyl salicyl (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; hyoscyamine / methenamine / mblue / phenyl salicyl in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1504,Hyoscyamine / Methenamine / Mblue / Phenyl Salicyl / Sodium Biphosphate,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent hyoscyamine / methenamine / mblue / phenyl salicyl / sodium biphosphate combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; hyoscyamine / methenamine / mblue / phenyl salicyl / sodium biphosphate (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; hyoscyamine / methenamine / mblue / phenyl salicyl / sodium biphosphate in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1505,Hyoscyamine / Methenamine / Mblue / Sodium Biphosphate,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent hyoscyamine / methenamine / mblue / sodium biphosphate combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; hyoscyamine / methenamine / mblue / sodium biphosphate (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; hyoscyamine / methenamine / mblue / sodium biphosphate in combination with other medications.)"
2.16.840.1.113762.1.4.1047.100,Hypercholesterolemia,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis, past or present, of hypercholesterolemia.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category or attributes related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with diagnoses of hypercholesterolemia.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.117.12.1016,Hyperparathyroidism,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of hyperparathyroidism.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with diagnosis codes associated with hyperparathyroidism, including primary, secondary, tertiary, and all other types of hyperparathyroidism. This is a grouping of ICD-9-CM, ICD-10-CM and SNOMED CT codes.),(Exclusion Criteria: Excludes diagnoses of autonomous thyroid function, Iatrogenic thyrotoxicosis factitia, neonatal thyrotoxicosis and thyrotoxic crisis.)"
2.16.840.1.113883.3.464.1003.109.12.1017,Hypertensive Chronic Kidney Disease,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent hypertensive kidney disease.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with hypertensive kidney disease.),(Exclusion Criteria: No exclusions.)"
